Atlanta cashier,Atlanta food,Boston food,Boston security,"Atlanta-Sandy Springs-Roswell, GA","Boston-Cambridge-Newton, MA-NH","Chicago-Naperville-Elgin, IL-IN-WI","Washington-Arlington-Alexandria, DC-VA-MD-WV","Dallas-Fort Worth-Arlington, TX","Detroit-Warren-Dearborn, MI","Houston-The Woodlands-Sugar Land, TX","Los Angeles-Long Beach-Anaheim, CA","Miami-Fort Lauderdale-West Palm Beach, FL","New York-Newark-Jersey City, NY-NJ-PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Phoenix-Mesa-Scottsdale, AZ","Riverside-San Bernardino-Ontario, CA","San Francisco-Oakland-Hayward, CA",Chicago food,Chicago security,DC food,DC security,Dallas customer,Dallas food,Detroit food,Detroit security,Houston cashier,Houston food,LA food,LA security,Miami food,Miami security,NY food,NY security,Number of Records,Philly food,Philly security,Phoenix cashier,Phoenix food,Riv food,Riv security,SF food,SF security,Year
10.63,10.69,15.01,19.42,22172.8,35807.2,30440.8,35952.8,22412,31179.2,23108.8,27768,26364,33810.4,25729.6,44023.2,24398.4,35828,12.19,17.08,12.55,22.02,12.28,9.27,14.67,15.31,9.46,12.76,11.47,15.23,11.66,13.69,16.73,15.78,1,13.15,11.59,15.07,13.63,11.37,12.09,15.76,18.69,2017
